TOA,AOA,Amplitude,Frequency,Pulse Width
1e-06,45,-20,9470000000.0,1.1e-06
0.000101,45,-20,9470000000.0,1.1e-06
0.000201,45,-20,9470000000.0,1.1e-06
0.000301,45,-20,9470000000.0,1.1e-06
0.000401,45,-20,9470000000.0,1.1e-06
0.000501,45,-20,9470000000.0,1.1e-06
0.0006010000000000001,45,-20,9470000000.0,1.1e-06
0.0007010000000000001,45,-20,9470000000.0,1.1e-06
0.0008010000000000002,45,-20,9470000000.0,1.1e-06
0.0009010000000000002,45,-20,9470000000.0,1.1e-06
0.0010010000000000002,45,-20,9470000000.0,1.1e-06
0.0011010000000000002,45,-20,9470000000.0,1.1e-06
0.0012010000000000002,45,-20,9470000000.0,1.1e-06
0.0013010000000000003,45,-20,9470000000.0,1.1e-06
0.0014010000000000003,45,-20,9470000000.0,1.1e-06
0.0015010000000000004,45,-20,9470000000.0,1.1e-06
0.0016010000000000004,45,-20,9470000000.0,1.1e-06
0.0017010000000000005,45,-20,9470000000.0,1.1e-06
0.0018010000000000005,45,-20,9470000000.0,1.1e-06
0.0019010000000000006,45,-20,9470000000.0,1.1e-06
0.0020010000000000006,45,-20,9470000000.0,1.1e-06
0.0021010000000000004,45,-20,9470000000.0,1.1e-06
0.0022010000000000003,45,-20,9470000000.0,1.1e-06
0.002301,45,-20,9470000000.0,1.1e-06
0.002401,45,-20,9470000000.0,1.1e-06
0.0025009999999999998,45,-20,9470000000.0,1.1e-06
0.0026009999999999996,45,-20,9470000000.0,1.1e-06
0.0027009999999999994,45,-20,9470000000.0,1.1e-06
0.0028009999999999992,45,-20,9470000000.0,1.1e-06
0.002900999999999999,45,-20,9470000000.0,1.1e-06
0.003000999999999999,45,-20,9470000000.0,1.1e-06
0.0031009999999999987,45,-20,9470000000.0,1.1e-06
0.0032009999999999986,45,-20,9470000000.0,1.1e-06
0.0033009999999999984,45,-20,9470000000.0,1.1e-06
0.003400999999999998,45,-20,9470000000.0,1.1e-06
0.003500999999999998,45,-20,9470000000.0,1.1e-06
0.003600999999999998,45,-20,9470000000.0,1.1e-06
0.0037009999999999977,45,-20,9470000000.0,1.1e-06
0.0038009999999999975,45,-20,9470000000.0,1.1e-06
0.0039009999999999974,45,-20,9470000000.0,1.1e-06
0.004000999999999998,45,-20,9470000000.0,1.1e-06
0.004100999999999998,45,-20,9470000000.0,1.1e-06
0.004200999999999998,45,-20,9470000000.0,1.1e-06
0.004300999999999998,45,-20,9470000000.0,1.1e-06
0.004400999999999999,45,-20,9470000000.0,1.1e-06
0.004500999999999999,45,-20,9470000000.0,1.1e-06
0.004600999999999999,45,-20,9470000000.0,1.1e-06
0.0047009999999999994,45,-20,9470000000.0,1.1e-06
0.004801,45,-20,9470000000.0,1.1e-06
0.004901,45,-20,9470000000.0,1.1e-06
0.005001,45,-20,9470000000.0,1.1e-06
0.0051010000000000005,45,-20,9470000000.0,1.1e-06
0.005201000000000001,45,-20,9470000000.0,1.1e-06
0.005301000000000001,45,-20,9470000000.0,1.1e-06
0.005401000000000001,45,-20,9470000000.0,1.1e-06
0.0055010000000000015,45,-20,9470000000.0,1.1e-06
0.005601000000000002,45,-20,9470000000.0,1.1e-06
0.005701000000000002,45,-20,9470000000.0,1.1e-06
0.005801000000000002,45,-20,9470000000.0,1.1e-06
0.005901000000000003,45,-20,9470000000.0,1.1e-06
0.006001000000000003,45,-20,9470000000.0,1.1e-06
0.006101000000000003,45,-20,9470000000.0,1.1e-06
0.006201000000000003,45,-20,9470000000.0,1.1e-06
0.006301000000000004,45,-20,9470000000.0,1.1e-06
0.006401000000000004,45,-20,9470000000.0,1.1e-06
0.006501000000000004,45,-20,9470000000.0,1.1e-06
0.006601000000000004,45,-20,9470000000.0,1.1e-06
0.006701000000000005,45,-20,9470000000.0,1.1e-06
0.006801000000000005,45,-20,9470000000.0,1.1e-06
0.006901000000000005,45,-20,9470000000.0,1.1e-06
0.0070010000000000055,45,-20,9470000000.0,1.1e-06
0.007101000000000006,45,-20,9470000000.0,1.1e-06
0.007201000000000006,45,-20,9470000000.0,1.1e-06
0.007301000000000006,45,-20,9470000000.0,1.1e-06
0.0074010000000000065,45,-20,9470000000.0,1.1e-06
0.007501000000000007,45,-20,9470000000.0,1.1e-06
0.007601000000000007,45,-20,9470000000.0,1.1e-06
0.007701000000000007,45,-20,9470000000.0,1.1e-06
0.007801000000000008,45,-20,9470000000.0,1.1e-06
0.007901000000000007,45,-20,9470000000.0,1.1e-06
0.008001000000000006,45,-20,9470000000.0,1.1e-06
0.008101000000000006,45,-20,9470000000.0,1.1e-06
0.008201000000000005,45,-20,9470000000.0,1.1e-06
0.008301000000000005,45,-20,9470000000.0,1.1e-06
0.008401000000000004,45,-20,9470000000.0,1.1e-06
0.008501000000000003,45,-20,9470000000.0,1.1e-06
0.008601000000000003,45,-20,9470000000.0,1.1e-06
0.008701000000000002,45,-20,9470000000.0,1.1e-06
0.008801000000000002,45,-20,9470000000.0,1.1e-06
0.008901000000000001,45,-20,9470000000.0,1.1e-06
0.009001,45,-20,9470000000.0,1.1e-06
0.009101,45,-20,9470000000.0,1.1e-06
0.009200999999999999,45,-20,9470000000.0,1.1e-06
0.009300999999999999,45,-20,9470000000.0,1.1e-06
0.009400999999999998,45,-20,9470000000.0,1.1e-06
0.009500999999999997,45,-20,9470000000.0,1.1e-06
0.009600999999999997,45,-20,9470000000.0,1.1e-06
0.009700999999999996,45,-20,9470000000.0,1.1e-06
0.009800999999999995,45,-20,9470000000.0,1.1e-06
0.009900999999999995,45,-20,9470000000.0,1.1e-06
0.010000999999999994,45,-20,9470000000.0,1.1e-06
0.010100999999999994,45,-20,9470000000.0,1.1e-06
0.010200999999999993,45,-20,9470000000.0,1.1e-06
0.010300999999999992,45,-20,9470000000.0,1.1e-06
0.010400999999999992,45,-20,9470000000.0,1.1e-06
0.010500999999999991,45,-20,9470000000.0,1.1e-06
0.01060099999999999,45,-20,9470000000.0,1.1e-06
0.01070099999999999,45,-20,9470000000.0,1.1e-06
0.01080099999999999,45,-20,9470000000.0,1.1e-06
0.010900999999999989,45,-20,9470000000.0,1.1e-06
0.011000999999999988,45,-20,9470000000.0,1.1e-06
0.011100999999999988,45,-20,9470000000.0,1.1e-06
0.011200999999999987,45,-20,9470000000.0,1.1e-06
0.011300999999999986,45,-20,9470000000.0,1.1e-06
0.011400999999999986,45,-20,9470000000.0,1.1e-06
0.011500999999999985,45,-20,9470000000.0,1.1e-06
0.011600999999999985,45,-20,9470000000.0,1.1e-06
0.011700999999999984,45,-20,9470000000.0,1.1e-06
0.011800999999999983,45,-20,9470000000.0,1.1e-06
0.011900999999999983,45,-20,9470000000.0,1.1e-06
0.012000999999999982,45,-20,9470000000.0,1.1e-06
0.012100999999999982,45,-20,9470000000.0,1.1e-06
0.012200999999999981,45,-20,9470000000.0,1.1e-06
0.01230099999999998,45,-20,9470000000.0,1.1e-06
0.01240099999999998,45,-20,9470000000.0,1.1e-06
0.01250099999999998,45,-20,9470000000.0,1.1e-06
0.012600999999999979,45,-20,9470000000.0,1.1e-06
0.012700999999999978,45,-20,9470000000.0,1.1e-06
0.012800999999999977,45,-20,9470000000.0,1.1e-06
0.012900999999999977,45,-20,9470000000.0,1.1e-06
0.013000999999999976,45,-20,9470000000.0,1.1e-06
0.013100999999999976,45,-20,9470000000.0,1.1e-06
0.013200999999999975,45,-20,9470000000.0,1.1e-06
0.013300999999999974,45,-20,9470000000.0,1.1e-06
0.013400999999999974,45,-20,9470000000.0,1.1e-06
0.013500999999999973,45,-20,9470000000.0,1.1e-06
0.013600999999999972,45,-20,9470000000.0,1.1e-06
0.013700999999999972,45,-20,9470000000.0,1.1e-06
0.013800999999999971,45,-20,9470000000.0,1.1e-06
0.01390099999999997,45,-20,9470000000.0,1.1e-06
0.01400099999999997,45,-20,9470000000.0,1.1e-06
0.01410099999999997,45,-20,9470000000.0,1.1e-06
0.014200999999999969,45,-20,9470000000.0,1.1e-06
0.014300999999999968,45,-20,9470000000.0,1.1e-06
0.014400999999999968,45,-20,9470000000.0,1.1e-06
0.014500999999999967,45,-20,9470000000.0,1.1e-06
0.014600999999999966,45,-20,9470000000.0,1.1e-06
0.014700999999999966,45,-20,9470000000.0,1.1e-06
0.014800999999999965,45,-20,9470000000.0,1.1e-06
0.014900999999999965,45,-20,9470000000.0,1.1e-06
0.015000999999999964,45,-20,9470000000.0,1.1e-06
0.015100999999999963,45,-20,9470000000.0,1.1e-06
0.015200999999999963,45,-20,9470000000.0,1.1e-06
0.015300999999999962,45,-20,9470000000.0,1.1e-06
0.015400999999999962,45,-20,9470000000.0,1.1e-06
0.015500999999999961,45,-20,9470000000.0,1.1e-06
0.01560099999999996,45,-20,9470000000.0,1.1e-06
0.01570099999999996,45,-20,9470000000.0,1.1e-06
0.01580099999999996,45,-20,9470000000.0,1.1e-06
0.01590099999999996,45,-20,9470000000.0,1.1e-06
0.01600099999999996,45,-20,9470000000.0,1.1e-06
0.01610099999999996,45,-20,9470000000.0,1.1e-06
0.01620099999999996,45,-20,9470000000.0,1.1e-06
0.016300999999999958,45,-20,9470000000.0,1.1e-06
0.016400999999999957,45,-20,9470000000.0,1.1e-06
0.016500999999999957,45,-20,9470000000.0,1.1e-06
0.016600999999999956,45,-20,9470000000.0,1.1e-06
0.016700999999999955,45,-20,9470000000.0,1.1e-06
0.016800999999999955,45,-20,9470000000.0,1.1e-06
0.016900999999999954,45,-20,9470000000.0,1.1e-06
0.017000999999999954,45,-20,9470000000.0,1.1e-06
0.017100999999999953,45,-20,9470000000.0,1.1e-06
0.017200999999999952,45,-20,9470000000.0,1.1e-06
0.017300999999999952,45,-20,9470000000.0,1.1e-06
0.01740099999999995,45,-20,9470000000.0,1.1e-06
0.01750099999999995,45,-20,9470000000.0,1.1e-06
0.01760099999999995,45,-20,9470000000.0,1.1e-06
